id,followers_count,followings_count,last_week_plays,today_plays,total_plays,track_count
soundcloud_11/12/2017-19:46,770,553,35106,1276,196,49
id,followers_count,followings_count,last_week_plays,today_plays,total_plays,track_count
soundcloud_11/12/2017-19:59,770,553,35106,1276,196,49
id,followers_count,followings_count,last_week_plays,today_plays,total_plays,track_count
soundcloud_11/12/2017-20:33,770,553,35111,1281,197,49
id,followers_count,followings_count,last_week_plays,today_plays,total_plays,track_count
soundcloud_11/12/2017-20:46,770,553,35113,1283,197,49
